timeRand;operRand;timeBest;operBest;timeWorst;operWorst
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;193;29;15;29;1751
29;625;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;625;29;15;29;1751
29;571;29;15;29;1751
29;589;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;193;29;15;29;1751
29;211;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;589;29;15;29;1751
29;573;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;625;29;15;29;1751
29;577;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;589;29;15;29;1751
29;193;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;589;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;193;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;571;29;15;29;1751
29;211;29;15;29;1751
29;193;29;15;29;1751
29;573;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;577;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;627;29;15;29;1751
29;571;29;15;29;1751
29;625;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;589;29;15;29;1751
29;625;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;595;29;15;29;1751
29;625;29;15;29;1751
29;589;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;573;29;15;29;1751
29;193;29;15;29;1751
29;211;29;15;29;1751
29;627;29;15;29;1751
29;571;29;15;29;1751
29;589;29;15;29;1751
29;577;29;15;29;1751
29;571;29;15;29;1751
29;193;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;195;29;15;29;1751
29;571;29;15;29;1751
29;625;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;571;29;15;29;1751
29;195;29;15;44;1751
44;193;44;15;44;1751
44;193;44;15;44;1751
45;571;45;15;45;1751
45;571;45;15;45;1751
45;571;45;15;45;1751
45;571;45;15;45;1751
45;571;45;15;45;1751
45;571;45;15;45;1751
45;625;45;15;45;1751
45;577;45;15;45;1751
45;625;45;15;46;1751
46;571;46;15;46;1751
46;577;46;15;46;1751
46;577;46;15;46;1751
46;571;46;15;46;1751
46;571;46;15;46;1751
46;577;46;15;46;1751
46;67;46;15;46;1751
46;571;46;15;46;1751
46;571;46;15;47;1751
47;571;47;15;47;1751
47;625;47;15;47;1751
47;571;47;15;47;1751
47;571;47;15;47;1751
47;571;47;15;47;1751
47;571;47;15;47;1751
47;571;47;15;47;1751
47;193;47;15;47;1751
47;571;47;15;48;1751
48;571;48;15;48;1751
48;571;48;15;48;1751
48;571;48;15;48;1751
48;571;48;15;48;1751
48;571;48;15;48;1751
48;589;48;15;48;1751
48;193;48;15;48;1751
48;193;48;15;48;1751
49;573;49;15;49;1751
49;571;49;15;49;1751
49;571;49;15;49;1751
49;571;49;15;49;1751
49;577;49;15;49;1751
49;571;49;15;49;1751
49;199;49;15;49;1751
49;571;49;15;50;1751
50;571;50;15;50;1751
50;571;50;15;50;1751
50;571;50;15;50;1751
50;571;50;15;50;1751
50;571;50;15;50;1751
50;645;50;15;50;1751
50;577;50;15;50;1751
50;573;50;15;50;1751
51;571;51;15;51;1751
51;589;51;15;51;1751
51;571;51;15;51;1751
51;571;51;15;51;1751
51;577;51;15;51;1751
51;571;51;15;51;1751
51;571;51;15;51;1751
51;571;51;15;51;1751
52;573;52;15;52;1751
52;571;52;15;52;1751
52;571;52;15;52;1751
52;589;52;15;52;1751
52;573;52;15;52;1751
52;571;52;15;52;1751
52;573;52;15;52;1751
52;595;52;15;52;1751
53;625;53;15;53;1751
53;589;53;15;53;1751
53;577;53;15;53;1751
53;571;53;15;53;1751
53;571;53;15;53;1751
53;571;53;15;53;1751
53;573;53;15;53;1751
53;571;53;15;53;1751
53;571;53;15;54;1751
54;571;54;15;54;1751
54;573;54;15;54;1751
54;571;54;15;54;1751
54;571;54;15;54;1751
54;571;54;15;54;1751
54;571;54;15;54;1751
54;577;54;15;54;1751
54;573;54;15;54;1751
54;193;54;15;55;1751
55;571;55;15;55;1751
55;195;55;15;55;1751
55;573;55;15;55;1751
55;571;55;15;55;1751
55;193;55;15;55;1751
55;571;55;15;55;1751
55;571;55;15;55;1751
55;577;55;15;55;1751
55;571;55;15;55;1751
56;573;56;15;56;1751
56;571;56;15;56;1751
56;571;56;15;56;1751
56;571;56;15;56;1751
56;577;56;15;56;1751
56;591;56;15;56;1751
56;573;56;15;56;1751
56;573;56;15;56;1751
56;571;56;15;57;1751
57;571;57;15;57;1751
57;571;57;15;57;1751
57;571;57;15;57;1751
57;577;57;15;57;1751
57;193;57;15;57;1751
57;571;57;15;57;1751
57;573;57;15;57;1751
57;571;57;15;57;1751
58;573;58;15;58;1751
58;625;58;15;58;1751
58;577;58;15;58;1751
58;571;58;15;58;1751
58;591;58;15;58;1751
58;595;58;15;58;1751
58;595;58;15;58;1751
58;577;58;15;58;1751
58;573;58;15;59;1751
59;589;59;15;59;1751
59;571;59;15;59;1751
59;571;59;15;59;1751
59;571;59;15;59;1751
59;625;59;15;59;1751
59;577;59;15;59;1751
59;571;59;15;59;1751
59;577;59;15;59;1751
59;571;59;15;59;1751
60;571;60;15;60;1751
60;571;60;15;60;1751
60;571;60;15;60;1751
60;589;60;15;60;1751
61;589;61;15;61;1751
61;571;61;15;61;1751
61;571;61;15;61;1751
61;571;61;15;61;1751
61;571;61;15;61;1751
61;193;61;15;62;1751
62;193;62;15;62;1751
62;571;62;15;62;1751
62;579;62;15;62;1751
62;571;62;15;62;1751
62;571;62;15;62;1751
62;67;62;15;62;1751
62;571;62;15;62;1751
62;625;62;15;62;1751
63;625;63;15;63;1751
63;571;63;15;63;1751
63;589;63;15;63;1751
63;571;63;15;63;1751
63;571;63;15;63;1751
63;571;63;15;63;1751
63;571;63;15;63;1751
63;577;63;15;63;1751
63;571;63;15;64;1751
64;571;64;15;64;1751
64;625;64;15;64;1751
64;571;64;15;64;1751
64;589;64;15;64;1751
64;571;64;15;64;1751
64;571;64;15;64;1751
64;573;64;15;64;1751
64;571;64;15;64;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;69;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;571;65;15;65;1751
65;577;65;15;65;1751
65;571;65;15;65;1751
65;573;65;15;65;1751
66;571;66;15;66;1751
66;193;66;15;66;1751
66;571;66;15;66;1751
66;571;66;15;66;1751
66;571;66;15;66;1751
66;625;66;15;66;1751
66;625;66;15;66;1751
66;571;66;15;66;1751
67;571;67;15;67;1751
67;577;67;15;67;1751
67;571;67;15;67;1751
67;571;67;15;67;1751
67;573;67;15;67;1751
68;589;68;15;68;1751
68;69;68;15;68;1751
68;631;68;15;68;1751
68;571;68;15;68;1751
68;595;68;15;68;1751
68;571;68;15;68;1751
68;571;68;15;68;1751
68;573;68;15;68;1751
68;571;68;15;68;1751
68;571;68;15;68;1751
68;571;68;15;70;1751
70;571;70;15;70;1751
70;195;70;15;70;1751
70;577;70;15;70;1751
70;571;70;15;70;1751
70;625;70;15;70;1751
70;631;70;15;70;1751
70;571;70;15;70;1751
70;571;70;15;70;1751
70;625;70;15;71;1751
71;573;71;15;71;1751
71;571;71;15;71;1751
71;589;71;15;71;1751
71;571;71;15;71;1751
71;589;71;15;71;1751
71;571;71;15;71;1751
71;571;71;15;71;1751
71;579;71;15;71;1751
71;589;71;15;71;1751
71;577;71;15;72;1751
72;571;72;15;72;1751
72;577;72;15;72;1751
72;577;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;571;72;15;72;1751
72;589;72;15;72;1751
74;571;74;15;74;1751
74;573;74;15;74;1751
74;571;74;15;74;1751
74;571;74;15;74;1751
74;571;74;15;74;1751
74;571;74;15;74;1751
74;571;74;15;74;1751
74;573;74;15;74;1751
74;571;74;15;75;1751
75;571;75;15;75;1751
75;571;75;15;75;1751
75;571;75;15;75;1751
75;193;75;15;75;1751
75;193;75;15;75;1751
75;571;75;15;75;1751
75;571;75;15;75;1751
76;571;76;15;76;1751
76;589;76;15;76;1751
76;589;76;15;76;1751
76;571;76;15;76;1751
76;571;76;15;76;1751
76;67;76;15;76;1751
76;571;76;15;76;1751
76;625;77;15;77;1751
77;577;77;15;77;1751
77;571;77;15;77;1751
77;625;77;15;77;1751
77;571;77;15;77;1751
77;571;77;15;77;1751
77;591;77;15;77;1751
77;571;77;15;77;1751
77;571;77;15;78;1751
78;217;78;15;78;1751
78;571;78;15;78;1751
78;573;78;15;78;1751
78;571;78;15;78;1751
78;571;78;15;78;1751
78;643;78;15;78;1751
78;571;78;15;78;1751
78;625;78;15;78;1751
78;571;78;15;78;1751
79;589;79;15;79;1751
79;571;79;15;79;1751
79;589;79;15;79;1751
79;573;79;15;79;1751
79;589;79;15;79;1751
79;193;79;15;79;1751
79;571;79;15;79;1751
79;193;79;15;79;1751
79;625;79;15;79;1751
80;571;80;15;80;1751
80;571;80;15;80;1751
80;193;80;15;80;1751
80;571;80;15;80;1751
80;577;80;15;80;1751
80;571;80;15;80;1751
80;571;80;15;80;1751
80;625;80;15;80;1751
80;577;80;15;81;1751
81;573;81;15;81;1751
81;193;81;15;81;1751
81;193;81;15;81;1751
81;193;81;15;81;1751
81;577;81;15;81;1751
81;571;81;15;81;1751
81;193;81;15;81;1751
82;571;82;15;82;1751
82;571;82;15;82;1751
82;571;82;15;82;1751
82;571;82;15;82;1751
82;571;82;15;82;1751
82;571;82;15;82;1751
82;577;82;15;82;1751
83;571;83;15;83;1751
83;571;83;15;83;1751
83;571;83;15;83;1751
83;571;83;15;83;1751
83;573;83;15;83;1751
83;571;83;15;83;1751
83;571;83;15;83;1751
83;571;83;15;83;1751
83;577;83;15;84;1751
84;193;84;15;84;1751
84;571;84;15;84;1751
84;571;84;15;84;1751
84;571;84;15;84;1751
84;571;84;15;84;1751
84;571;84;15;84;1751
84;625;84;15;84;1751
84;571;84;15;84;1751
85;625;85;15;85;1751
85;571;85;15;85;1751
85;625;85;15;85;1751
85;571;85;15;85;1751
85;589;85;15;85;1751
85;571;85;15;85;1751
85;571;85;15;85;1751
85;193;85;15;86;1751
86;571;86;15;86;1751
86;571;86;15;86;1751
86;571;86;15;86;1751
86;571;86;15;86;1751
86;625;86;15;86;1751
86;193;86;15;86;1751
86;571;86;15;86;1751
87;571;87;15;87;1751
87;625;87;15;87;1751
87;571;87;15;87;1751
87;571;87;15;87;1751
87;577;87;15;87;1751
87;571;87;15;87;1751
87;571;87;15;87;1751
88;571;88;15;88;1751
88;577;88;15;88;1751
88;571;88;15;88;1751
88;595;88;15;88;1751
88;571;88;15;88;1751
88;571;88;15;88;1751
88;625;88;15;88;1751
89;571;89;15;89;1751
89;571;89;15;89;1751
89;571;89;15;89;1751
89;579;89;15;89;1751
89;571;89;15;89;1751
89;571;89;15;89;1751
89;573;89;15;89;1751
89;625;89;15;89;1751
89;193;89;15;89;1751
90;571;90;15;90;1751
90;577;90;15;90;1751
90;595;90;15;90;1751
90;625;90;15;90;1751
90;577;90;15;90;1751
90;589;90;15;90;1751
90;571;90;15;90;1751
90;193;90;15;90;1751
91;573;91;15;91;1751
91;571;91;15;91;1751
91;571;91;15;91;1751
91;573;91;15;91;1751
91;571;91;15;91;1751
91;571;91;15;91;1751
91;577;91;15;91;1751
91;571;91;15;92;1751
92;571;92;15;92;1751
92;571;92;15;92;1751
92;573;92;15;92;1751
92;625;92;15;92;1751
92;571;92;15;92;1751
92;571;92;15;92;1751
92;571;92;15;92;1751
93;193;93;15;93;1751
93;577;93;15;93;1751
93;625;93;15;93;1751
93;571;93;15;93;1751
93;589;93;15;93;1751
93;571;93;15;93;1751
93;571;93;15;93;1751
93;577;93;15;93;1751
94;589;94;15;94;1751
94;571;94;15;94;1751
94;597;94;15;94;1751
94;577;94;15;94;1751
94;571;94;15;94;1751
94;571;94;15;94;1751
94;193;94;15;94;1751
94;571;94;15;95;1751
95;571;95;15;95;1751
95;571;95;15;95;1751
95;589;95;15;95;1751
95;571;95;15;95;1751
95;571;95;15;95;1751
95;571;95;15;95;1751
95;571;95;15;95;1751
95;571;95;15;95;1751
96;579;96;15;96;1751
96;571;96;15;96;1751
96;625;96;15;96;1751
96;193;96;15;96;1751
96;571;96;15;96;1751
96;67;96;15;96;1751
96;571;96;15;96;1751
96;573;96;15;96;1751
96;571;96;15;96;1751
97;625;97;15;97;1751
97;571;97;15;97;1751
97;625;97;15;97;1751
97;571;97;15;97;1751
97;571;97;15;97;1751
97;571;97;15;97;1751
97;571;97;15;97;1751
97;589;97;15;97;1751
98;571;98;15;98;1751
98;199;98;15;98;1751
98;193;98;15;98;1751
98;571;98;15;98;1751
98;571;98;15;98;1751
98;571;98;15;98;1751
98;571;98;15;98;1751
98;571;98;15;99;1751
99;571;99;15;99;1751
99;573;99;15;99;1751
99;571;99;15;99;1751
99;571;99;15;99;1751
99;571;99;15;99;1751
99;571;99;15;99;1751
100;571;100;15;100;1751
100;571;100;15;100;1751
100;571;100;15;100;1751
100;199;100;15;100;1751
100;571;100;15;100;1751
100;571;100;15;100;1751
100;193;100;15;100;1751
100;571;100;15;101;1751
101;193;101;15;101;1751
101;571;101;15;101;1751
101;193;101;15;101;1751
101;571;101;15;101;1751
101;571;101;15;101;1751
101;573;101;15;101;1751
101;571;101;15;101;1751
101;571;101;15;101;1751
101;571;101;15;101;1751
102;571;102;15;102;1751
102;577;102;15;102;1751
102;571;102;15;102;1751
102;625;102;15;102;1751
102;571;102;15;102;1751
102;577;102;15;102;1751
102;591;102;15;102;1751
102;589;102;15;102;1751
103;571;103;15;103;1751
103;595;103;15;103;1751
103;571;103;15;103;1751
103;571;103;15;103;1751
103;571;103;15;103;1751
103;625;103;15;103;1751
103;571;103;15;103;1751
103;625;103;15;103;1751
104;571;104;15;104;1751
104;193;104;15;104;1751
104;627;104;15;104;1751
104;625;104;15;104;1751
104;571;104;15;104;1751
104;571;104;15;104;1751
104;571;104;15;104;1751
104;571;104;15;105;1751
105;577;105;15;105;1751
105;591;105;15;105;1751
105;625;105;15;105;1751
105;573;105;15;105;1751
105;571;105;15;105;1751
105;571;105;15;105;1751
105;625;105;15;106;1751
106;571;106;15;106;1751
106;625;106;15;106;1751
106;577;106;15;107;1751
107;571;107;15;107;1751
107;577;107;15;107;1751
107;573;107;15;107;1751
107;573;107;15;107;1751
107;571;107;15;107;1751
107;573;107;15;107;1751
107;571;107;15;107;1751
108;573;108;15;108;1751
108;211;108;15;108;1751
108;589;108;15;108;1751
108;571;108;15;108;1751
108;595;108;15;108;1751
109;193;109;15;109;1751
109;571;109;15;109;1751
109;571;109;15;109;1751
109;577;109;15;109;1751
109;589;109;15;109;1751
109;571;109;15;109;1751
109;573;109;15;109;1751
109;571;109;15;109;1751
109;571;109;15;110;1751
110;627;110;15;110;1751
110;625;110;15;110;1751
110;571;110;15;110;1751
110;571;110;15;110;1751
110;571;110;15;110;1751
110;625;110;15;110;1751
110;589;110;15;110;1751
110;571;110;15;111;1751
111;573;111;15;111;1751
111;625;111;15;111;1751
111;631;111;15;111;1751
111;193;111;15;111;1751
111;571;111;15;111;1751
111;571;111;15;111;1751
111;571;111;15;111;1751
111;571;112;15;112;1751
112;625;112;15;112;1751
112;571;112;15;112;1751
112;589;112;15;112;1751
112;571;112;15;112;1751
112;571;112;15;112;1751
112;571;112;15;112;1751
112;631;112;15;112;1751
113;571;113;15;113;1751
113;571;113;15;113;1751
113;625;113;15;113;1751
113;571;113;15;113;1751
113;571;113;15;113;1751
113;579;113;15;113;1751
113;571;113;15;113;1751
113;571;113;15;113;1751
113;571;113;15;113;1751
114;571;114;15;114;1751
114;571;114;15;114;1751
114;573;114;15;114;1751
114;193;114;15;114;1751
114;571;114;15;114;1751
114;571;114;15;114;1751
114;571;114;15;114;1751
114;573;114;15;114;1751
114;571;114;15;114;1751
115;571;115;15;115;1751
115;589;115;15;115;1751
115;571;115;15;115;1751
115;571;115;15;115;1751
115;571;115;15;115;1751
115;571;115;15;115;1751
115;573;115;15;115;1751
116;571;116;15;116;1751
116;571;116;15;116;1751
116;571;116;15;116;1751
116;571;116;15;116;1751
116;571;116;15;116;1751
116;571;116;15;116;1751
116;577;116;15;116;1751
117;589;117;15;117;1751
117;571;117;15;117;1751
117;589;117;15;117;1751
117;625;117;15;117;1751
117;577;117;15;117;1751
117;571;117;15;117;1751
117;625;117;15;117;1751
117;571;117;15;117;1751
118;573;118;15;118;1751
118;199;118;15;118;1751
118;571;118;15;118;1751
118;625;118;15;118;1751
118;193;118;15;118;1751
118;193;118;15;118;1751
118;571;118;15;118;1751
118;193;118;15;118;1751
118;589;118;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;571;119;15;119;1751
119;577;119;15;120;1751
120;571;120;15;120;1751
120;577;120;15;120;1751
120;571;120;15;120;1751
120;589;120;15;120;1751
120;571;120;15;120;1751
120;577;120;15;120;1751
120;577;120;15;120;1751
120;571;120;15;120;1751
121;595;121;15;121;1751
121;571;121;15;121;1751
121;577;121;15;121;1751
121;625;121;15;121;1751
121;571;121;15;121;1751
121;571;121;15;121;1751
121;571;121;15;121;1751
122;571;122;15;122;1751
122;571;122;15;122;1751
122;631;122;15;122;1751
122;571;122;15;122;1751
122;571;122;15;122;1751
122;571;122;15;122;1751
122;573;122;15;122;1751
123;573;123;15;123;1751
123;571;123;15;123;1751
123;589;123;15;123;1751
123;193;123;15;123;1751
123;573;123;15;123;1751
123;589;123;15;123;1751
123;571;123;15;123;1751
123;625;123;15;123;1751
124;573;124;15;124;1751
124;571;124;15;124;1751
124;67;124;15;124;1751
124;571;124;15;124;1751
124;571;124;15;124;1751
124;193;124;15;124;1751
124;577;124;15;124;1751
124;571;124;15;124;1751
124;589;124;15;124;1751
125;589;125;15;125;1751
125;573;125;15;125;1751
125;571;125;15;125;1751
125;193;125;15;125;1751
125;571;125;15;126;1751
126;571;126;15;126;1751
126;589;126;15;126;1751
126;571;126;15;126;1751
126;571;126;15;126;1751
126;571;126;15;126;1751
126;571;126;15;126;1751
126;571;126;15;126;1751
126;571;126;15;126;1751
126;625;126;15;127;1751
127;589;127;15;127;1751
127;193;127;15;127;1751
127;625;127;15;127;1751
127;571;127;15;127;1751
127;573;127;15;127;1751
127;193;127;15;127;1751
127;193;127;15;127;1751
127;571;127;15;127;1751
128;571;128;15;128;1751
128;577;128;15;128;1751
128;571;128;15;128;1751
128;571;128;15;128;1751
128;571;128;15;128;1751
128;571;128;15;128;1751
128;571;128;15;128;1751
128;589;128;15;128;1751
129;571;129;15;129;1751
129;573;129;15;129;1751
129;631;129;15;129;1751
129;649;129;15;129;1751
129;589;129;15;129;1751
129;571;129;15;129;1751
129;571;129;15;129;1751
129;571;129;15;129;1751
129;631;129;15;129;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;573;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
130;193;130;15;130;1751
130;577;130;15;130;1751
130;193;130;15;130;1751
130;571;130;15;130;1751
130;571;130;15;130;1751
131;571;131;15;131;1751
131;193;131;15;131;1751
131;571;131;15;131;1751
131;627;131;15;131;1751
131;625;131;15;131;1751
131;571;131;15;131;1751
131;625;131;15;131;1751
131;571;131;15;131;1751
131;193;131;15;131;1751
131;589;131;15;131;1751
133;571;133;15;133;1751
133;577;133;15;133;1751
133;577;133;15;133;1751
133;571;133;15;133;1751
133;571;133;15;133;1751
133;577;133;15;133;1751
133;589;133;15;133;1751
133;571;133;15;133;1751
133;571;133;15;134;1751
134;571;134;15;134;1751
134;573;134;15;134;1751
134;571;134;15;134;1751
134;571;134;15;134;1751
134;571;134;15;134;1751
134;571;134;15;134;1751
134;571;134;15;134;1751
134;571;134;15;134;1751
134;625;134;15;134;1751
134;211;134;15;134;1751
135;571;135;15;135;1751
135;577;135;15;135;1751
135;573;135;15;135;1751
135;571;135;15;135;1751
135;589;135;15;135;1751
135;571;135;15;135;1751
135;625;135;15;135;1751
135;571;135;15;135;1751
135;193;135;15;135;1751
135;573;135;15;135;1751
135;625;135;15;137;1751
