timeRand;operRand;timeBest;operBest;timeWorst;operWorst
370;571;370;15;370;1751
370;571;370;15;371;1751
371;193;371;15;371;1751
371;625;371;15;371;1751
371;571;371;15;371;1751
371;625;371;15;371;1751
371;589;371;15;371;1751
373;573;373;15;373;1751
373;625;373;15;373;1751
373;571;373;15;373;1751
373;571;373;15;373;1751
373;571;373;15;374;1751
374;193;374;15;374;1751
374;571;374;15;374;1751
374;199;374;15;374;1751
374;193;374;15;374;1751
374;571;374;15;375;1751
375;579;375;15;375;1751
375;571;375;15;375;1751
375;577;375;15;375;1751
375;577;375;15;375;1751
375;625;375;15;376;1751
376;571;376;15;376;1751
376;571;376;15;376;1751
376;589;376;15;376;1751
376;625;376;15;377;1751
377;589;377;15;377;1751
377;571;377;15;377;1751
377;571;377;15;377;1751
377;573;377;15;377;1751
377;625;377;15;377;1751
377;571;377;15;377;1751
377;571;377;15;377;1751
377;571;377;15;378;1751
378;571;378;15;378;1751
378;25;378;15;378;1751
378;571;378;15;378;1751
378;193;378;15;378;1751
378;625;378;15;378;1751
378;571;378;15;378;1751
379;571;379;15;379;1751
379;589;379;15;379;1751
379;571;379;15;379;1751
379;625;379;15;379;1751
379;571;379;15;379;1751
379;571;379;15;380;1751
380;571;380;15;380;1751
380;571;380;15;380;1751
380;571;380;15;380;1751
380;643;380;15;380;1751
380;589;380;15;380;1751
380;573;380;15;380;1751
380;193;380;15;382;1751
382;571;382;15;382;1751
382;571;382;15;382;1751
382;571;382;15;382;1751
382;625;382;15;382;1751
382;571;382;15;382;1751
382;571;382;15;383;1751
383;625;383;15;383;1751
383;577;383;15;383;1751
383;625;383;15;383;1751
383;571;383;15;383;1751
383;67;383;15;383;1751
383;589;383;15;383;1751
383;571;383;15;383;1751
383;571;384;15;384;1751
384;571;384;15;384;1751
384;627;384;15;384;1751
384;571;384;15;384;1751
384;571;384;15;384;1751
384;571;384;15;384;1751
384;67;384;15;384;1751
384;571;384;15;384;1751
384;577;384;15;385;1751
385;199;385;15;385;1751
385;571;385;15;385;1751
385;577;385;15;385;1751
385;573;385;15;385;1751
385;571;385;15;385;1751
385;571;385;15;385;1751
385;571;385;15;385;1751
385;571;385;15;385;1751
387;649;387;15;387;1751
387;571;387;15;387;1751
387;571;387;15;387;1751
387;577;387;15;387;1751
387;571;387;15;387;1751
387;195;387;15;387;1751
388;571;388;15;388;1751
388;571;388;15;388;1751
388;193;388;15;388;1751
388;625;388;15;388;1751
388;571;388;15;388;1751
389;571;389;15;389;1751
389;571;389;15;389;1751
389;625;389;15;389;1751
389;571;389;15;389;1751
389;571;389;15;389;1751
389;195;389;15;389;1751
389;571;389;15;389;1751
390;571;390;15;390;1751
390;571;390;15;390;1751
390;571;390;15;390;1751
390;199;390;15;390;1751
390;193;390;15;390;1751
391;571;391;15;391;1751
391;643;391;15;391;1751
391;571;391;15;391;1751
391;571;391;15;391;1751
391;625;391;15;391;1751
391;625;391;15;391;1751
391;589;391;15;391;1751
391;625;391;15;392;1751
392;573;392;15;392;1751
392;589;392;15;392;1751
392;589;392;15;393;1751
393;571;393;15;393;1751
393;193;393;15;393;1751
393;625;393;15;393;1751
393;571;393;15;393;1751
393;571;393;15;393;1751
393;571;393;15;393;1751
394;571;394;15;394;1751
394;571;394;15;394;1751
394;571;394;15;394;1751
394;591;394;15;394;1751
394;571;394;15;394;1751
394;571;394;15;394;1751
394;571;394;15;394;1751
394;579;394;15;395;1751
395;571;395;15;395;1751
395;211;395;15;395;1751
395;571;395;15;396;1751
396;571;396;15;396;1751
396;571;396;15;396;1751
396;571;396;15;396;1751
396;573;396;15;396;1751
396;571;396;15;396;1751
396;571;396;15;397;1751
397;571;397;15;397;1751
397;571;397;15;397;1751
397;195;397;15;397;1751
397;571;397;15;397;1751
397;571;397;15;397;1751
397;67;397;15;398;1751
398;193;398;15;398;1751
398;643;398;15;398;1751
398;571;398;15;398;1751
398;571;398;15;398;1751
398;627;398;15;398;1751
398;625;398;15;399;1751
399;625;399;15;399;1751
399;571;399;15;399;1751
399;571;399;15;399;1751
399;589;399;15;399;1751
399;571;399;15;399;1751
399;199;399;15;399;1751
399;571;399;15;400;1751
400;571;400;15;400;1751
400;589;400;15;400;1751
400;577;400;15;400;1751
400;571;400;15;400;1751
400;625;400;15;400;1751
400;571;400;15;400;1751
400;571;400;15;400;1751
401;577;401;15;401;1751
401;571;401;15;401;1751
401;571;401;15;401;1751
401;589;401;15;401;1751
401;571;401;15;401;1751
401;571;401;15;401;1751
401;571;401;15;401;1751
402;571;402;15;402;1751
402;625;402;15;402;1751
402;589;402;15;402;1751
402;589;402;15;402;1751
402;571;402;15;402;1751
402;571;402;15;402;1751
403;571;403;15;403;1751
403;571;403;15;403;1751
403;571;403;15;403;1751
403;571;403;15;403;1751
403;577;403;15;403;1751
403;199;403;15;404;1751
404;211;404;15;404;1751
404;625;404;15;404;1751
404;571;404;15;404;1751
404;193;404;15;404;1751
405;571;405;15;405;1751
405;571;405;15;405;1751
405;571;405;15;405;1751
405;573;405;15;405;1751
405;571;405;15;406;1751
406;193;406;15;406;1751
406;571;406;15;406;1751
406;571;406;15;406;1751
406;571;406;15;406;1751
406;195;406;15;407;1751
407;573;407;15;407;1751
407;573;407;15;407;1751
407;577;407;15;407;1751
407;573;407;15;407;1751
407;573;407;15;407;1751
407;625;407;15;408;1751
408;571;408;15;408;1751
408;571;408;15;408;1751
408;571;408;15;408;1751
408;573;408;15;408;1751
408;573;408;15;408;1751
408;193;408;15;408;1751
408;571;408;15;408;1751
409;571;409;15;409;1751
409;625;409;15;409;1751
409;571;409;15;409;1751
409;571;409;15;409;1751
410;571;410;15;410;1751
410;67;410;15;410;1751
410;571;410;15;410;1751
410;571;410;15;410;1751
410;571;410;15;410;1751
410;625;410;15;410;1751
410;25;410;15;410;1751
410;571;410;15;410;1751
410;571;410;15;411;1751
411;571;411;15;411;1751
411;577;411;15;411;1751
411;571;411;15;411;1751
411;571;411;15;411;1751
411;625;411;15;411;1751
411;571;411;15;411;1751
411;571;411;15;411;1751
411;571;411;15;411;1751
412;571;412;15;412;1751
412;571;412;15;412;1751
412;631;412;15;412;1751
412;573;412;15;412;1751
412;571;412;15;412;1751
412;67;412;15;412;1751
412;571;412;15;412;1751
413;571;413;15;413;1751
413;571;413;15;413;1751
413;571;413;15;413;1751
414;571;414;15;414;1751
414;625;414;15;414;1751
414;571;414;15;414;1751
414;571;414;15;414;1751
414;571;414;15;414;1751
414;571;414;15;414;1751
414;595;414;15;414;1751
415;193;415;15;415;1751
415;571;415;15;415;1751
415;571;415;15;415;1751
415;571;415;15;415;1751
415;577;415;15;415;1751
415;625;415;15;415;1751
415;571;415;15;415;1751
415;573;415;15;415;1751
416;571;416;15;416;1751
416;571;416;15;416;1751
416;571;416;15;416;1751
416;573;416;15;416;1751
416;571;416;15;416;1751
416;589;416;15;416;1751
416;573;416;15;416;1751
416;571;416;15;416;1751
416;571;416;15;416;1751
416;571;416;15;416;1751
416;571;416;15;418;1751
418;571;418;15;418;1751
418;573;418;15;418;1751
418;571;418;15;418;1751
418;571;418;15;418;1751
418;571;418;15;418;1751
418;571;418;15;418;1751
418;571;418;15;418;1751
418;573;418;15;418;1751
418;573;418;15;418;1751
418;571;418;15;419;1751
419;193;419;15;419;1751
419;571;419;15;419;1751
419;577;419;15;419;1751
419;573;419;15;419;1751
419;571;419;15;419;1751
419;573;419;15;419;1751
420;571;420;15;420;1751
420;571;420;15;420;1751
420;571;420;15;420;1751
420;573;420;15;420;1751
421;571;421;15;421;1751
421;589;421;15;421;1751
421;573;421;15;421;1751
421;571;421;15;421;1751
421;571;421;15;422;1751
422;625;422;15;422;1751
422;571;422;15;422;1751
422;571;422;15;422;1751
422;571;422;15;422;1751
422;571;422;15;422;1751
423;571;423;15;423;1751
423;67;423;15;423;1751
423;625;423;15;423;1751
423;571;423;15;423;1751
423;571;423;15;423;1751
423;571;423;15;424;1751
424;571;424;15;424;1751
424;571;424;15;424;1751
424;573;424;15;424;1751
424;571;424;15;424;1751
424;571;424;15;424;1751
425;571;425;15;425;1751
425;571;425;15;425;1751
425;571;425;15;425;1751
425;571;425;15;425;1751
425;577;425;15;425;1751
426;571;426;15;426;1751
426;595;426;15;426;1751
426;571;426;15;426;1751
426;571;426;15;426;1751
426;571;426;15;426;1751
427;589;427;15;427;1751
427;571;427;15;427;1751
427;571;427;15;427;1751
427;571;427;15;427;1751
427;625;427;15;428;1751
428;589;428;15;428;1751
428;571;428;15;428;1751
428;571;428;15;428;1751
428;571;428;15;429;1751
429;571;429;15;429;1751
429;589;429;15;429;1751
429;573;429;15;429;1751
429;571;429;15;429;1751
430;571;430;15;430;1751
430;625;430;15;430;1751
430;571;430;15;430;1751
430;571;430;15;430;1751
430;571;430;15;431;1751
431;571;431;15;431;1751
431;571;431;15;431;1751
431;571;431;15;431;1751
431;571;431;15;431;1751
432;571;432;15;432;1751
432;571;432;15;432;1751
432;573;432;15;432;1751
432;591;432;15;432;1751
432;571;432;15;432;1751
432;571;432;15;432;1751
432;573;432;15;432;1751
433;571;433;15;433;1751
433;571;433;15;433;1751
433;577;433;15;433;1751
433;571;433;15;433;1751
433;577;433;15;433;1751
433;571;433;15;433;1751
433;571;433;15;433;1751
433;589;433;15;434;1751
434;573;434;15;434;1751
434;571;434;15;434;1751
434;193;434;15;434;1751
434;571;434;15;434;1751
434;193;434;15;434;1751
434;577;434;15;434;1751
434;571;434;15;434;1751
434;571;434;15;434;1751
434;571;434;15;435;1751
436;571;436;15;436;1751
436;571;436;15;437;1751
437;631;437;15;437;1751
437;571;437;15;437;1751
437;571;437;15;437;1751
437;571;437;15;437;1751
438;571;438;15;438;1751
438;625;438;15;438;1751
438;571;438;15;438;1751
439;571;439;15;439;1751
440;571;440;15;440;1751
440;571;440;15;441;1751
441;577;441;15;441;1751
441;589;441;15;441;1751
441;571;441;15;441;1751
441;195;441;15;442;1751
442;571;442;15;442;1751
442;571;442;15;442;1751
442;571;442;15;442;1751
442;193;442;15;442;1751
442;571;442;15;442;1751
443;577;443;15;443;1751
443;589;443;15;443;1751
443;571;443;15;443;1751
443;571;443;15;443;1751
443;571;443;15;443;1751
443;571;443;15;443;1751
444;589;444;15;444;1751
444;625;444;15;444;1751
444;571;444;15;444;1751
444;571;444;15;444;1751
444;193;444;15;444;1751
444;571;444;15;444;1751
444;573;444;15;445;1751
445;571;445;15;445;1751
445;571;445;15;445;1751
445;571;445;15;445;1751
445;571;445;15;446;1751
446;571;446;15;446;1751
446;571;446;15;446;1751
447;577;447;15;447;1751
447;193;447;15;447;1751
447;571;447;15;447;1751
447;571;447;15;448;1751
448;193;448;15;448;1751
449;571;449;15;449;1751
449;571;449;15;449;1751
449;571;449;15;449;1751
449;571;449;15;449;1751
450;571;450;15;450;1751
450;625;450;15;450;1751
450;571;450;15;450;1751
450;591;450;15;450;1751
450;571;450;15;451;1751
451;571;451;15;451;1751
451;571;451;15;451;1751
451;573;451;15;451;1751
451;571;451;15;452;1751
452;591;452;15;452;1751
452;577;452;15;452;1751
452;571;452;15;452;1751
452;625;452;15;453;1751
453;571;453;15;453;1751
453;571;453;15;453;1751
453;67;453;15;453;1751
453;571;453;15;453;1751
454;571;454;15;454;1751
454;571;454;15;454;1751
454;571;454;15;454;1751
454;571;454;15;454;1751
455;571;455;15;455;1751
455;211;455;15;455;1751
455;571;455;15;455;1751
455;571;455;15;455;1751
455;571;455;15;455;1751
455;577;455;15;455;1751
456;571;456;15;456;1751
456;631;456;15;456;1751
456;591;456;15;456;1751
456;625;456;15;456;1751
456;571;456;15;456;1751
456;571;456;15;457;1751
457;577;457;15;457;1751
457;571;457;15;457;1751
457;193;457;15;457;1751
457;589;457;15;457;1751
457;571;457;15;457;1751
458;643;458;15;458;1751
458;577;458;15;458;1751
458;571;458;15;458;1751
458;571;458;15;458;1751
458;625;458;15;458;1751
459;571;459;15;459;1751
459;595;459;15;459;1751
459;571;459;15;459;1751
459;577;459;15;459;1751
459;625;459;15;459;1751
460;571;460;15;460;1751
460;571;460;15;460;1751
460;571;460;15;460;1751
460;571;460;15;460;1751
460;571;460;15;461;1751
461;193;461;15;461;1751
461;571;461;15;461;1751
461;571;461;15;461;1751
462;573;462;15;462;1751
462;571;462;15;462;1751
462;571;462;15;462;1751
462;571;462;15;462;1751
462;589;462;15;462;1751
463;573;463;15;463;1751
463;625;463;15;463;1751
463;571;463;15;463;1751
463;571;463;15;463;1751
463;571;463;15;463;1751
463;571;463;15;464;1751
464;571;464;15;464;1751
464;571;464;15;464;1751
464;571;464;15;464;1751
464;571;464;15;464;1751
464;571;464;15;464;1751
465;573;465;15;465;1751
465;595;465;15;465;1751
465;571;465;15;465;1751
465;571;465;15;465;1751
465;571;465;15;465;1751
466;571;466;15;466;1751
466;571;466;15;466;1751
466;571;466;15;466;1751
466;625;466;15;466;1751
466;571;466;15;467;1751
467;573;467;15;467;1751
467;571;467;15;467;1751
467;571;467;15;467;1751
467;571;467;15;468;1751
468;577;468;15;468;1751
468;577;468;15;468;1751
468;571;468;15;468;1751
468;589;468;15;468;1751
468;625;468;15;469;1751
469;571;469;15;469;1751
469;571;469;15;469;1751
469;571;469;15;469;1751
469;571;469;15;469;1751
469;573;469;15;512;1751
512;571;512;15;512;1751
513;193;513;15;513;1751
513;577;513;15;513;1751
513;571;513;15;513;1751
513;571;513;15;513;1751
514;571;514;15;514;1751
514;571;514;15;514;1751
514;571;514;15;514;1751
514;571;514;15;514;1751
514;631;514;15;514;1751
515;195;515;15;515;1751
515;571;515;15;515;1751
515;571;515;15;515;1751
516;571;516;15;516;1751
516;571;516;15;516;1751
516;193;516;15;516;1751
516;571;516;15;516;1751
516;571;516;15;516;1751
516;193;516;15;517;1751
517;571;517;15;517;1751
517;193;517;15;517;1751
517;571;517;15;517;1751
517;645;517;15;517;1751
517;571;517;15;518;1751
518;589;518;15;518;1751
518;571;518;15;518;1751
518;577;518;15;518;1751
518;571;518;15;518;1751
519;577;519;15;519;1751
519;589;519;15;519;1751
519;571;519;15;519;1751
519;193;519;15;519;1751
519;571;519;15;519;1751
520;571;520;15;520;1751
520;571;520;15;520;1751
520;573;520;15;520;1751
520;193;520;15;520;1751
520;571;521;15;521;1751
521;571;521;15;521;1751
521;589;521;15;521;1751
521;577;521;15;521;1751
522;571;522;15;522;1751
522;589;522;15;522;1751
522;571;522;15;522;1751
522;571;522;15;522;1751
523;625;523;15;523;1751
523;571;523;15;523;1751
523;571;523;15;523;1751
523;625;523;15;523;1751
523;589;523;15;524;1751
524;571;524;15;524;1751
524;625;524;15;525;1751
525;649;525;15;525;1751
525;571;525;15;525;1751
525;193;525;15;525;1751
525;589;525;15;526;1751
526;571;526;15;526;1751
526;571;526;15;526;1751
526;571;526;15;526;1751
526;571;526;15;526;1751
526;571;526;15;527;1751
527;571;527;15;527;1751
527;193;527;15;527;1751
527;631;527;15;527;1751
527;571;527;15;527;1751
527;571;527;15;528;1751
528;573;528;15;528;1751
528;571;528;15;528;1751
528;571;528;15;529;1751
529;571;529;15;529;1751
529;193;529;15;529;1751
531;573;531;15;531;1751
531;571;531;15;531;1751
531;193;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;573;531;15;531;1751
531;577;531;15;531;1751
531;573;531;15;531;1751
531;571;531;15;531;1751
531;589;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;573;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;625;531;15;531;1751
531;625;531;15;531;1751
531;193;531;15;531;1751
531;571;531;15;531;1751
531;595;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
531;571;531;15;531;1751
539;571;539;15;539;1751
539;571;539;15;539;1751
539;625;539;15;539;1751
539;571;539;15;539;1751
539;571;539;15;539;1751
539;571;539;15;539;1751
539;577;539;15;539;1751
539;571;539;15;539;1751
539;577;539;15;539;1751
539;193;539;15;539;1751
539;571;539;15;539;1751
539;571;539;15;539;1751
539;571;539;15;539;1751
539;571;539;15;541;1751
541;625;541;15;541;1751
541;579;541;15;541;1751
542;571;542;15;542;1751
542;577;542;15;542;1751
542;589;542;15;542;1751
542;577;542;15;542;1751
542;193;542;15;542;1751
542;571;542;15;542;1751
542;571;542;15;542;1751
542;573;542;15;542;1751
542;571;542;15;542;1751
542;627;542;15;542;1751
542;571;542;15;542;1751
542;577;542;15;542;1751
542;571;542;15;542;1751
542;573;542;15;542;1751
542;625;542;15;542;1751
542;571;542;15;542;1751
542;589;542;15;542;1751
542;193;542;15;542;1751
542;571;542;15;542;1751
542;571;542;15;542;1751
542;571;542;15;542;1751
542;571;542;15;542;1751
542;573;542;15;542;1751
547;631;547;15;547;1751
547;571;547;15;547;1751
547;571;547;15;548;1751
548;571;548;15;548;1751
548;571;548;15;548;1751
548;193;548;15;548;1751
548;571;548;15;548;1751
548;193;548;15;548;1751
549;625;549;15;549;1751
549;571;549;15;549;1751
549;571;549;15;549;1751
549;571;549;15;549;1751
549;625;549;15;549;1751
549;577;549;15;549;1751
549;571;549;15;549;1751
549;577;549;15;550;1751
550;571;550;15;550;1751
550;571;550;15;550;1751
550;25;550;15;550;1751
550;625;550;15;550;1751
550;625;550;15;550;1751
550;571;550;15;550;1751
550;589;550;15;550;1751
550;571;550;15;550;1751
550;571;550;15;550;1751
550;571;550;15;551;1751
551;571;551;15;551;1751
551;571;551;15;551;1751
551;571;551;15;551;1751
551;579;551;15;551;1751
551;571;551;15;551;1751
551;571;551;15;551;1751
552;571;552;15;552;1751
552;571;552;15;552;1751
552;571;552;15;552;1751
552;571;552;15;552;1751
552;571;552;15;552;1751
552;627;552;15;552;1751
553;571;553;15;553;1751
553;571;553;15;553;1751
553;577;553;15;553;1751
553;571;553;15;553;1751
553;571;553;15;553;1751
553;577;553;15;553;1751
553;193;553;15;553;1751
553;193;553;15;555;1751
555;571;555;15;555;1751
555;571;555;15;555;1751
555;571;555;15;555;1751
555;625;555;15;555;1751
556;573;556;15;556;1751
556;67;556;15;556;1751
556;571;556;15;556;1751
556;193;556;15;556;1751
556;571;556;15;556;1751
557;571;557;15;557;1751
557;571;557;15;557;1751
557;573;557;15;557;1751
557;571;557;15;557;1751
557;571;557;15;557;1751
557;571;557;15;557;1751
558;577;558;15;558;1751
558;571;558;15;558;1751
558;573;558;15;558;1751
558;571;558;15;558;1751
558;571;558;15;558;1751
558;625;558;15;559;1751
559;571;559;15;559;1751
559;577;559;15;559;1751
559;571;559;15;559;1751
559;571;559;15;559;1751
560;625;560;15;560;1751
560;571;560;15;560;1751
560;571;560;15;560;1751
560;571;560;15;560;1751
560;571;560;15;560;1751
561;589;561;15;561;1751
561;573;561;15;561;1751
561;571;561;15;561;1751
561;571;561;15;561;1751
561;627;561;15;561;1751
562;573;562;15;562;1751
562;571;562;15;562;1751
562;625;562;15;562;1751
562;625;562;15;562;1751
562;627;562;15;563;1751
563;571;563;15;563;1751
563;571;563;15;563;1751
563;571;563;15;563;1751
563;571;563;15;563;1751
563;193;563;15;563;1751
564;571;564;15;564;1751
564;571;564;15;564;1751
564;589;564;15;564;1751
564;571;564;15;564;1751
564;571;564;15;564;1751
564;571;564;15;564;1751
564;571;564;15;564;1751
564;571;564;15;565;1751
565;625;565;15;565;1751
565;571;565;15;565;1751
565;577;565;15;565;1751
565;571;565;15;565;1751
565;195;565;15;565;1751
565;571;565;15;565;1751
565;571;565;15;565;1751
565;571;565;15;566;1751
566;573;566;15;566;1751
566;595;566;15;566;1751
566;571;566;15;566;1751
566;589;566;15;566;1751
566;571;566;15;566;1751
566;571;566;15;566;1751
566;571;566;15;567;1751
567;573;567;15;567;1751
567;573;567;15;567;1751
567;571;567;15;567;1751
567;631;567;15;567;1751
567;571;567;15;567;1751
567;571;567;15;567;1751
567;571;567;15;568;1751
568;199;568;15;568;1751
568;571;568;15;568;1751
568;571;568;15;568;1751
568;571;568;15;568;1751
568;571;568;15;568;1751
568;625;568;15;568;1751
568;625;568;15;569;1751
569;625;569;15;569;1751
569;625;569;15;569;1751
569;577;569;15;569;1751
569;571;569;15;569;1751
569;571;569;15;569;1751
569;571;569;15;569;1751
569;577;569;15;570;1751
570;571;570;15;570;1751
570;625;570;15;570;1751
570;571;570;15;570;1751
570;571;570;15;570;1751
570;571;570;15;570;1751
570;571;570;15;570;1751
570;199;571;15;571;1751
571;193;571;15;571;1751
571;577;571;15;571;1751
571;625;571;15;571;1751
571;211;571;15;571;1751
571;571;571;15;571;1751
571;589;571;15;571;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;571;572;15;572;1751
572;589;572;15;572;1751
573;571;573;15;573;1751
573;571;573;15;573;1751
573;571;573;15;573;1751
573;625;573;15;573;1751
573;571;573;15;573;1751
573;193;573;15;573;1751
573;571;573;15;573;1751
574;571;574;15;574;1751
574;643;574;15;574;1751
574;571;574;15;574;1751
574;591;574;15;574;1751
574;649;574;15;574;1751
574;217;574;15;574;1751
574;571;574;15;574;1751
574;571;574;15;575;1751
575;571;575;15;575;1751
575;589;575;15;575;1751
575;571;575;15;575;1751
575;589;575;15;575;1751
575;193;575;15;575;1751
575;625;575;15;575;1751
575;571;575;15;575;1751
576;571;576;15;576;1751
576;631;576;15;576;1751
576;571;576;15;576;1751
576;625;576;15;576;1751
576;577;576;15;576;1751
576;645;576;15;576;1751
576;571;576;15;576;1751
577;571;577;15;577;1751
577;577;577;15;577;1751
577;589;577;15;577;1751
577;577;577;15;577;1751
577;193;577;15;577;1751
577;193;577;15;577;1751
577;591;577;15;577;1751
577;571;577;15;577;1751
578;589;578;15;578;1751
578;571;578;15;578;1751
578;571;578;15;578;1751
578;571;578;15;578;1751
578;571;578;15;578;1751
578;193;578;15;578;1751
578;571;578;15;579;1751
579;571;579;15;579;1751
579;577;579;15;579;1751
579;571;579;15;579;1751
579;571;579;15;579;1751
579;571;579;15;579;1751
579;571;579;15;579;1751
580;631;580;15;580;1751
580;571;580;15;580;1751
580;571;580;15;580;1751
580;591;580;15;580;1751
580;571;580;15;580;1751
580;571;580;15;580;1751
580;193;580;15;580;1751
580;571;580;15;580;1751
580;589;580;15;580;1751
582;589;582;15;582;1751
582;571;582;15;582;1751
582;571;582;15;582;1751
582;573;582;15;582;1751
582;627;582;15;582;1751
582;571;582;15;582;1751
582;589;582;15;582;1751
582;571;582;15;582;1751
582;193;582;15;582;1751
582;571;582;15;582;1751
582;573;582;15;583;1751
583;571;583;15;583;1751
583;589;583;15;583;1751
583;571;583;15;583;1751
583;571;583;15;583;1751
583;573;583;15;583;1751
583;571;583;15;583;1751
583;631;583;15;583;1751
584;571;584;15;584;1751
584;571;584;15;584;1751
584;571;584;15;584;1751
584;571;584;15;584;1751
584;571;584;15;584;1751
584;625;584;15;584;1751
584;573;584;15;584;1751
584;571;584;15;585;1751
585;193;585;15;585;1751
585;193;585;15;585;1751
585;571;585;15;585;1751
585;573;585;15;585;1751
585;595;585;15;585;1751
585;571;585;15;585;1751
585;571;585;15;585;1751
585;67;585;15;585;1751
585;213;585;15;585;1751
585;573;585;15;585;1751
585;625;585;15;586;1751
586;573;586;15;586;1751
586;571;586;15;586;1751
586;211;586;15;586;1751
586;571;586;15;586;1751
586;571;586;15;586;1751
586;571;586;15;586;1751
586;571;586;15;586;1751
586;571;586;15;586;1751
586;589;586;15;586;1751
588;193;588;15;588;1751
588;625;588;15;588;1751
588;571;588;15;588;1751
588;571;588;15;588;1751
588;199;588;15;588;1751
588;573;588;15;588;1751
588;571;588;15;588;1751
588;625;588;15;588;1751
589;571;589;15;589;1751
589;589;589;15;589;1751
589;193;589;15;589;1751
589;625;589;15;589;1751
589;625;589;15;589;1751
589;589;589;15;589;1751
589;577;589;15;589;1751
590;571;590;15;590;1751
590;577;590;15;590;1751
590;571;590;15;590;1751
590;571;590;15;590;1751
590;579;590;15;590;1751
590;571;590;15;590;1751
590;573;590;15;590;1751
590;193;590;15;590;1751
590;571;590;15;591;1751
591;577;591;15;591;1751
591;625;591;15;591;1751
591;571;591;15;591;1751
591;625;591;15;591;1751
591;571;591;15;591;1751
591;571;591;15;591;1751
591;571;591;15;591;1751
591;571;591;15;591;1751
592;571;592;15;592;1751
592;571;592;15;592;1751
592;595;592;15;592;1751
592;195;592;15;592;1751
592;571;592;15;592;1751
592;643;592;15;592;1751
592;571;592;15;592;1751
592;573;592;15;592;1751
593;571;593;15;593;1751
593;571;593;15;593;1751
593;571;593;15;593;1751
593;571;593;15;593;1751
593;571;593;15;593;1751
593;193;593;15;593;1751
593;571;593;15;593;1751
593;625;593;15;593;1751
594;571;594;15;594;1751
594;571;594;15;594;1751
594;571;594;15;594;1751
594;571;594;15;594;1751
594;211;594;15;594;1751
594;591;594;15;594;1751
594;577;594;15;594;1751
594;571;594;15;594;1751
595;193;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;595;1751
595;571;595;15;596;1751
596;573;596;15;596;1751
596;571;596;15;596;1751
596;571;596;15;596;1751
596;571;596;15;596;1751
596;589;596;15;596;1751
596;571;596;15;596;1751
596;589;596;15;596;1751
596;195;596;15;596;1751
596;571;596;15;597;1751
597;625;597;15;597;1751
597;571;597;15;597;1751
597;625;597;15;597;1751
597;571;597;15;597;1751
597;571;597;15;597;1751
597;571;597;15;597;1751
597;571;597;15;597;1751
597;193;597;15;597;1751
598;571;598;15;598;1751
598;577;598;15;598;1751
598;571;598;15;598;1751
598;577;598;15;598;1751
598;577;598;15;598;1751
598;571;598;15;598;1751
598;571;598;15;598;1751
598;571;598;15;598;1751
598;625;598;15;599;1751
599;571;599;15;599;1751
599;589;599;15;599;1751
599;625;599;15;599;1751
599;573;599;15;599;1751
599;571;599;15;599;1751
599;571;599;15;599;1751
599;193;599;15;599;1751
600;571;600;15;600;1751
600;571;600;15;600;1751
600;577;600;15;600;1751
600;625;600;15;600;1751
600;571;600;15;600;1751
600;571;600;15;600;1751
600;571;600;15;600;1751
601;571;601;15;601;1751
601;571;601;15;601;1751
601;571;601;15;601;1751
601;625;601;15;601;1751
601;571;601;15;601;1751
601;571;601;15;601;1751
601;573;601;15;601;1751
602;573;602;15;602;1751
602;571;602;15;602;1751
602;571;602;15;602;1751
602;571;602;15;602;1751
602;631;602;15;602;1751
602;589;602;15;602;1751
602;571;602;15;602;1751
602;571;602;15;602;1751
602;589;602;15;603;1751
603;571;603;15;603;1751
603;573;603;15;603;1751
603;577;603;15;603;1751
603;193;603;15;603;1751
603;571;603;15;603;1751
603;571;603;15;603;1751
603;643;603;15;603;1751
603;571;603;15;604;1751
604;571;604;15;604;1751
604;571;604;15;604;1751
604;571;604;15;604;1751
604;571;604;15;604;1751
604;571;604;15;604;1751
604;643;604;15;604;1751
604;577;604;15;605;1751
605;571;605;15;605;1751
605;625;605;15;605;1751
605;571;605;15;605;1751
605;579;605;15;605;1751
605;571;605;15;605;1751
605;627;605;15;605;1751
606;577;606;15;606;1751
606;625;606;15;606;1751
606;571;606;15;606;1751
606;571;606;15;606;1751
606;577;606;15;606;1751
606;571;606;15;606;1751
606;591;606;15;607;1751
607;625;607;15;607;1751
607;573;607;15;607;1751
607;589;607;15;607;1751
607;571;607;15;607;1751
607;571;607;15;607;1751
607;573;607;15;607;1751
608;571;608;15;608;1751
608;571;608;15;608;1751
608;571;608;15;608;1751
608;571;608;15;608;1751
608;571;608;15;608;1751
608;573;608;15;608;1751
608;571;608;15;608;1751
608;571;608;15;609;1751
609;571;609;15;609;1751
609;573;609;15;609;1751
609;573;609;15;609;1751
